0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
17.0,28.0,80.0,11.0,147.0,65.0,127.0,119.0,34.0,81.0,15.0,27.0,3.0,32.0,12.0,39.0,43.0,1.0,35.0,33.0,6.0,28.0,36.0,1.0,38.0,20.0,20.0,25.0,0.0,14.0,10.0,4.0,14.0,3.0,22.0,2.0,31.0,14.0,19.0,41.0,28.0,43.0,87.0,6.0,107.0,29.0,82.0,25.0,50.0,8.0,39.0,34.0,44.0,28.0,39.0,4.0,13.0,8.0,11.0,2.0,16.0,6.0,2.0,6.0,13.0,2.0,16.0,9.0,7.0,8.0,2.0,5.0,11.0,4.0,20.0,2.0,24.0,1.0,20.0,1.0,10.0,4.0,3.0,13.0,5.0,16.0,13.0,11.0,16.0,6.0,18.0,15.0,34.0,29.0,65.0,18.0,71.0,9.0,36.0,24.0,12.0,21.0,53.0,10.0,79.0,10.0,77.0,32.0,47.0,43.0,7.0,45.0,28.0,33.0,49.0,10.0,41.0,5.0,13.0,4.0,21.0,6.0,54.0,24.0,70.0
42.0,59.0,45.0,32.0,38.0,2.0,30.0,27.0,17.0,47.0,8.0,41.0,30.0,7.0,26.0,24.0,3.0,31.0,12.0,24.0,13.0,13.0,8.0,4.0,2.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,10.0,1.0,10.0,2.0,0.0,5.0,9.0,17.0,4.0,18.0,4.0,4.0,8.0,13.0,5.0,26.0,3.0,25.0,10.0,11.0,7.0,3.0,0.0,12.0,2.0,17.0,3.0,18.0,6.0,10.0,6.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,14.0,3.0,13.0,21.0,15.0,32.0,60.0,7.0,75.0,34.0,32.0,44.0,32.0,9.0,70.0,37.0,68.0,74.0,44.0,101.0,9.0,112.0,29.0,89.0,57.0,28.0,61.0,51.0,37.0,120.0,6.0,143.0,50.0,105.0,66.0,31.0,37.0
21.0,19.0,25.0,60.0,4.0,64.0,6.0,41.0,0.0,16.0,12.0,4.0,14.0,0.0,3.0,14.0,14.0,52.0,14.0,98.0,17.0,108.0,49.0,72.0,48.0,27.0,21.0,2.0,8.0,1.0,23.0,10.0,21.0,11.0,15.0,5.0,12.0,0.0,9.0,1.0,0.0,0.0,19.0,17.0,31.0,51.0,7.0,60.0,29.0,24.0,24.0,12.0,20.0,1.0,42.0,29.0,19.0,29.0,6.0,1.0,1.0,11.0,22.0,10.0,29.0,43.0,8.0,49.0,14.0,30.0,18.0,19.0,25.0,13.0,51.0,17.0,58.0,64.0,18.0,78.0,42.0,34.0,64.0,31.0,24.0,58.0,32.0,30.0,52.0,6.0,38.0,10.0,32.0,0.0,43.0,8.0,39.0,24.0,10.0,24.0,15.0,12.0,20.0,6.0,14.0,6.0,8.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,8.0
2.0,9.0,5.0,4.0,5.0,1.0,0.0,2.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,5.0,0.0,5.0,7.0,10.0,22.0,9.0,16.0,34.0,14.0,28.0,34.0,0.0,22.0,15.0,2.0,5.0,11.0,8.0,4.0,10.0,3.0,3.0,3.0,2.0,0.0,4.0,0.0,8.0,4.0,17.0,1.0,20.0,7.0,10.0,8.0,2.0,0.0,4.0,10.0,6.0,10.0,17.0,0.0,18.0,8.0,9.0,5.0,7.0,0.0,13.0,3.0,14.0,10.0,4.0,7.0,8.0,5.0,18.0,27.0,20.0,48.0,6.0,47.0,8.0,21.0,9.0,1.0,0.0,6.0,2.0,2.0,2.0,0.0,5.0,2.0,2.0,6.0,8.0,6.0,21.0,0.0,21.0,8.0,5.0,3.0,10.0,11.0,10.0,19.0,0.0,12.0,4.0,1.0,0.0,4.0,3.0,5.0,10.0,14.0,36.0,6.0,47.0,10.0,31.0,15.0
4.0,2.0,15.0,17.0,21.0,34.0,10.0,37.0,9.0,21.0,18.0,2.0,15.0,5.0,6.0,2.0,8.0,18.0,24.0,20.0,32.0,4.0,14.0,9.0,14.0,11.0,27.0,9.0,24.0,15.0,25.0,19.0,30.0,11.0,18.0,1.0,11.0,7.0,32.0,27.0,22.0,42.0,17.0,32.0,59.0,5.0,70.0,48.0,46.0,60.0,16.0,36.0,10.0,13.0,19.0,18.0,12.0,28.0,13.0,9.0,22.0,26.0,0.0,39.0,17.0,34.0,5.0,43.0,4.0,58.0,7.0,45.0,14.0,11.0,2.0,12.0,29.0,12.0,42.0,2.0,29.0,16.0,2.0,16.0,34.0,2.0,43.0,28.0,21.0,38.0,11.0,25.0,33.0,1.0,33.0,14.0,17.0,16.0,1.0,7.0,5.0,0.0,6.0,0.0,9.0,1.0,9.0,0.0,2.0,4.0,6.0,11.0,9.0,14.0,8.0,11.0,5.0,7.0,0.0,3.0,5.0,2.0,7.0,7.0,3.0
8.0,2.0,2.0,5.0,6.0,0.0,7.0,5.0,3.0,1.0,11.0,8.0,7.0,12.0,5.0,19.0,3.0,31.0,13.0,27.0,28.0,2.0,20.0,14.0,1.0,9.0,6.0,2.0,1.0,8.0,4.0,5.0,5.0,1.0,2.0,1.0,2.0,7.0,6.0,16.0,3.0,21.0,3.0,13.0,5.0,2.0,0.0,1.0,7.0,4.0,6.0,10.0,0.0,10.0,5.0,5.0,2.0,3.0,8.0,3.0,17.0,2.0,24.0,13.0,26.0,22.0,20.0,25.0,11.0,22.0,3.0,13.0,3.0,5.0,8.0,1.0,7.0,1.0,1.0,7.0,1.0,11.0,0.0,7.0,0.0,0.0,3.0,2.0,7.0,0.0,5.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,15.0,27.0,34.0,78.0,17.0,100.0,26.0,58.0,39.0,2.0,9.0,27.0,20.0,16.0,23.0,0.0,6.0,5.0,9.0
1.0,15.0,4.0,9.0,5.0,0.0,0.0,3.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,12.0,7.0,23.0,1.0,23.0,12.0,6.0,12.0,11.0,1.0,17.0,8.0,10.0,8.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0,11.0,1.0,19.0,1.0,17.0,2.0,6.0,12.0,1.0,23.0,0.0,23.0,6.0,10.0,5.0,2.0,0.0,9.0,2.0,11.0,3.0,10.0,4.0,5.0,2.0,0.0,2.0,2.0,6.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,5.0,3.0,2.0,1.0,0.0,3.0,1.0,3.0,4.0,1.0,2.0,5.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
